"종목명","현재가","전일비","등락률","액면가","시가총액","상장주식수","외국인비율","거래량","PER","ROE","종목코드"
"넥센타이어",6220,90,-0.0143,500,6075,97668,0.0709,350120,41.47,7.94,"002350"
"효성중공업",65100,2400,-0.0356,5000,6070,9325,0.0675,108875,45.94,1.45,"298040"
"잇츠한불",27050,50,0.0019,500,5932,21929,0.0045,292262,-41.68,-1.11,"226320"
"코스모신소재",20250,750,-0.0357,1000,5923,29248,0.024,1059527,266.45,-4.99,"005070"
"종근당홀딩스",118000,3500,-0.0288,2500,5912,5010,0.1095,70489,10.43,10.03,"001630"
"롯데손해보험",1900,75,-0.038,1000,5896,310336,0.0095,1246290,-38.78,-6.69,"000400"
"부산가스",53300,0,0,5000,5863,11000,0.0333,3520,3.09,7.57,"015350"
"삼성제약",9450,350,0.0385,500,5816,61550,0.0413,20852829,-51.92,5.02,"001360"
"한진중공업",6980,150,-0.021,5000,5813,83274,0.2094,98753,2.58,-132.2,"097230"
"케이씨씨글라스",35900,600,-0.0164,1000,5733,15971,0.0637,114874,NA,NA,"344820"
"빙그레",58000,200,0.0035,5000,5714,9851,0.255,38176,11.41,7.36,"005180"
"한국카본",12900,500,-0.0373,500,5671,43961,0.2385,677326,9.49,5.74,"017960"
"TIGER KRX2차전지K-뉴딜",16865,250,-0.0146,0,5650,33500,0,1943852,NA,NA,"364980"
"SGC에너지",38400,450,-0.0116,5000,5636,14677,0.0163,66464,23.3,-0.07,"005090"
"미원에스씨",109500,1500,0.0139,500,5584,5100,0.017,2344,16.07,NA,"268280"
"효성화학",174000,3500,-0.0197,5000,5551,3190,0.0891,27495,158.61,21.37,"298000"
"한국콜마홀딩스",29200,1900,0.0696,500,5424,18577,0.1691,893113,11.86,10.51,"024720"
"TIGER 2차전지테마",17145,220,-0.0127,0,5238,30550,2e-04,2482404,NA,NA,"305540"
"교보증권",8040,260,-0.0313,5000,5198,64653,0.0446,144883,4.23,9.06,"030610"
"삼부토건",3760,270,-0.067,1000,5172,137546,0.0066,7743020,60.65,3.66,"001470"
"영원무역홀딩스",37800,550,-0.0143,500,5154,13636,0.2189,10326,4.54,9.6,"009970"
"광동제약",9820,100,-0.0101,1000,5148,52421,0.2245,442255,9.42,5.57,"009290"
"신영증권",54700,100,-0.0018,5000,5134,9386,0.0738,7477,11.66,1.8,"001720"
"한국토지신탁",2020,35,-0.017,1000,5100,252489,0.1358,1548219,6.07,12.72,"034830"
"덴티움",46000,1300,0.0291,500,5092,11069,0.1653,191269,-146.96,7.37,"145720"
"동화약품",18050,400,-0.0217,1000,5042,27931,0.0295,329067,17.58,3.15,"000020"
"TIGER 200 IT",39780,815,-0.0201,0,5036,12660,4e-04,1169356,NA,NA,"139260"
"에이프로젠제약",1255,0,0,500,5002,398576,0.0375,2379555,40.48,-4.19,"003060"
"한일현대시멘트",29500,850,-0.028,5000,4962,16821,0.0045,46982,9.71,21.69,"006390"
"QV 코스피 변동성 매칭형 양매도 ETN",7080,0,0,0,4956,70000,0,0,NA,NA,"550057"
"태영건설",12700,100,-0.0078,500,4940,38899,0.1118,232535,1.64,8.38,"009410"
"SK렌터카",10250,250,-0.0238,500,4847,47286,0.0075,178760,15.82,5.51,"068400"
"한국자산신탁",3900,5,-0.0013,500,4835,123978,0.0999,247233,4.07,14.28,"123890"
"엔에스쇼핑",14150,50,0.0035,500,4768,33696,0.1282,117032,589.58,-1.76,"138250"
"일동제약",20000,50,-0.0025,1000,4761,23803,0.0659,395704,-32.52,-5.08,"249420"
"코오롱글로벌",18800,400,-0.0208,5000,4740,25210,0.0277,65671,5.55,10.74,"003070"
"남선알미늄",4250,145,-0.033,500,4683,110179,0.0585,2502561,43.37,8.33,"008350"
"교촌에프앤비",18700,400,-0.0209,500,4672,24983,0.0025,142264,13.25,43.7,"339770"
"SBS",25550,550,-0.0211,5000,4664,18253,0,103081,-6.45,3.46,"034120"
"우리종금",533,4,-0.0074,500,4660,874203,0.0215,1877513,5.38,15.63,"010050"
"KODEX 코스닥150선물인버스",4515,100,0.0227,0,4646,102900,0.0452,58448052,NA,NA,"251340"
"해성디에스",27250,1250,-0.0439,5000,4632,17000,0.0312,476661,13.95,9.06,"195870"
"BGF",4830,70,-0.0143,1000,4623,95717,0.0812,324988,18.16,1.79,"027410"
"현대에너지솔루션",40950,50,-0.0012,5000,4586,11200,0.0218,143584,14.69,NA,"322000"
"KOSEF 200TR",49735,1105,-0.0217,0,4576,9200,0,12748,NA,NA,"294400"
"남해화학",9160,100,-0.0108,1000,4551,49679,0.0642,1292373,14.54,3.74,"025860"
"지역난방공사",39100,200,0.0051,5000,4527,11579,0.013,13859,28.17,-1.66,"071320"
"서울가스",90400,700,0.0078,5000,4520,5000,0.0739,2275,3.29,3.06,"017390"
"한라홀딩스",42750,500,-0.0116,5000,4477,10472,0.1128,83368,14.9,4.69,"060980"
"한화손해보험",3805,115,-0.0293,5000,4442,116739,0.0699,1034925,-105.69,-4.87,"000370"
"대성홀딩스",27500,100,0.0036,1000,4425,16089,0.0293,104033,9.67,3.24,"016710"
"HANARO MSCI Korea TR",17345,305,-0.0173,0,4423,25500,0,378,NA,NA,"332940"
"삼성화재우",138500,500,-0.0036,500,4421,3192,0.2052,19318,10.13,NA,"000815"
"TIGER CD금리투자KIS(합성)",50180,0,0,0,4396,8760,0,0,NA,NA,"357870"
"모토닉",13300,700,-0.05,500,4389,33000,0.111,301164,42.9,2.8,"009680"
"유진투자증권",4530,170,-0.0362,5000,4388,96866,0.0793,1186244,6.94,5.36,"001200"
"필룩스",4850,170,0.0363,500,4367,90043,0.1013,70830684,-8.18,-5.29,"033180"
"유니드",49000,250,0.0051,5000,4356,8890,0.1239,73227,6.2,9.87,"014830"
"SK증권",921,22,-0.0233,500,4353,472590,0.0567,12320483,61.4,5.62,"001510"
"LF",14850,300,-0.0198,5000,4342,29240,0.2316,165832,10.5,5.65,"093050"
"세아베스틸",12000,0,0,5000,4303,35862,0.1021,304969,-235.29,0.93,"001430"
"KODEX 코스피",31330,620,-0.0194,0,4261,13600,2e-04,87361,NA,NA,"226490"
"한독",30950,750,-0.0237,500,4260,13764,0.0287,107198,13.56,10.78,"002390"
"KODEX 코스닥 150",14935,305,-0.02,0,4212,28200,0.0586,6815989,NA,NA,"229200"
"알루코",5050,150,-0.0288,500,4202,83207,0.0098,3843123,87.07,-3.55,"001780"
"스카이라이프",8770,150,-0.0168,2500,4194,47822,0.1644,123574,6.56,8.02,"053210"
"종근당바이오",76300,4000,-0.0498,2500,4186,5486,0.0104,399285,39.25,NA,"063160"
"현대차증권",14250,450,-0.0306,5000,4181,29337,0.0507,320301,5.34,7.93,"001500"
"DI동일",169500,3000,-0.0174,5000,4179,2466,0.0379,26619,30.27,2.55,"001530"
"KODEX WTI원유선물(H)",7980,30,0.0038,0,4156,52075,0.0018,876488,NA,NA,"261220"
"쌍용차",2770,0,0,5000,4151,149840,0.7659,0,-0.9,-62.27,"003620"
"현대퓨처넷",3670,95,-0.0252,500,4143,112877,0.1568,311921,12.48,5.19,"126560"
"진흥기업",2815,10,0.0036,500,4095,145472,0.0025,250877,90.81,23.08,"002780"
"하나제약",24850,450,-0.0178,500,4026,16200,0.0017,65976,15.51,13.3,"293480"
"그린케미칼",16700,1600,0.106,500,4008,24000,0.0066,11614654,36.7,5.17,"083420"
"KODEX 선진국MSCI World",16670,185,-0.011,0,4001,24000,0,22297,NA,NA,"251350"
"롯데푸드",347500,3000,0.0087,5000,3933,1132,0.1091,9301,5.3,5.4,"002270"
"KODEX Top5PlusTR",19145,490,-0.025,0,3925,20500,0.2439,13003,NA,NA,"315930"
"SMART 200TR",14230,270,-0.0186,0,3906,27450,0,70607,NA,NA,"295040"
"대상홀딩스",10750,350,-0.0315,1000,3893,36213,0.0592,164315,3.26,13.07,"084690"
"유니퀘스트",14200,500,-0.034,500,3878,27307,0.4767,778744,27.31,12.68,"077500"
"자화전자",21600,450,0.0213,500,3866,17900,0.1261,516501,-35.88,-0.1,"033240"
"송원산업",16100,450,-0.0272,500,3864,24000,0.1903,355196,12.64,8.24,"004430"
"동성제약",14750,550,0.0387,1000,3850,26101,0.0584,2322806,-31.18,-13.15,"002210"
"태림포장",5430,170,-0.0304,500,3845,70806,0.0224,709409,-150.83,5.88,"011280"
"경보제약",15950,800,-0.0478,500,3813,23907,0.0114,550924,52.64,3.55,"214390"
"화승인더",6850,160,-0.0228,500,3789,55320,0.1811,530912,9.69,19.66,"006060"
"케이씨",27950,250,-0.0089,500,3788,13554,0.1111,90832,6.82,12.38,"029460"
"삼성 코스피 양매도 5 OTM ETN",7560,30,-0.004,0,3780,50000,0,10,NA,NA,"530060"
"대원제약",18650,100,-0.0053,500,3775,20244,0.1838,146587,15.69,14.05,"003220"
"한국금융지주우",64400,1400,-0.0213,5000,3773,5858,0.17,44283,5.89,NA,"071055"
"신영증권우",53400,100,0.0019,5000,3767,7054,0.0628,3311,11.38,NA,"001725"
"이수화학",15350,450,-0.0285,5000,3714,24194,0.0254,1434624,25.93,-2.4,"005950"
"JW홀딩스",5580,110,-0.0193,500,3708,66452,0.0401,288158,-13.07,-20.18,"096760"
"YG PLUS",6210,370,-0.0562,500,3695,59496,0.0241,3072836,-63.37,-3.48,"037270"
"하이트진로홀딩스",15850,300,-0.0186,5000,3678,23207,0.0511,53058,9.17,-4.65,"000140"
"신한알파리츠",7000,10,-0.0014,1000,3663,52330,0.0091,84501,142.86,0.94,"293940"
"조광피혁",55000,1700,-0.03,5000,3657,6649,0.0038,5542,18.48,5.66,"004700"
"CJ4우(전환)",86400,800,0.0093,5000,3652,4227,0.075,36041,14.35,NA,"00104K"
"이연제약",20750,0,0,500,3644,17562,0.0049,140708,130.5,2.68,"102460"
"맵스리얼티1",3915,5,-0.0013,0,3634,92834,0.0445,60385,NA,NA,"094800"
"TIGER 차이나CSI300",12215,80,-0.0065,0,3616,29600,0.0037,1043390,NA,NA,"192090"
"자이에스앤디",13450,500,-0.0358,1000,3602,26783,0.0247,239067,19.96,13.56,"317400"
"에이프로젠 KIC",1960,0,0,500,3586,182946,0.0203,2253366,-12.65,4.7,"007460"
"농심홀딩스",77200,200,-0.0026,5000,3580,4638,0.0454,12495,5.74,4.03,"072710"
"삼진제약",25750,600,-0.0228,1000,3579,13900,0.1789,131044,14.71,6.01,"005500"
"경방",13000,350,0.0277,500,3564,27415,0.0316,85243,7.89,6.02,"000050"
"아세아제지",39500,500,-0.0125,5000,3538,8957,0.0631,49114,7.6,10.99,"002310"
"한솔테크닉스",10950,300,-0.0267,5000,3516,32110,0.1552,1219587,31.2,2.79,"004710"
"AK홀딩스",26300,1250,-0.0454,5000,3484,13248,0.0836,251268,-2.28,3.38,"006840"
"엘브이엠씨홀딩스",4115,85,-0.0202,0,3471,84349,0.0205,992470,-5.52,-15.37,"900140"
"세진중공업",6100,160,-0.0256,500,3468,56849,0.004,675516,358.82,1.52,"075580"
"KEC",2970,65,-0.0214,500,3466,116707,0.0296,4392786,-14.78,-8.99,"092220"
"금호산업",9450,350,-0.0357,5000,3462,36634,0.04,1064463,9.26,3.2,"002990"
"JW생명과학",21800,250,-0.0113,2500,3452,15835,0.0544,320388,12.34,18.92,"234080"
"이월드",3330,15,-0.0045,1000,3435,103140,0.0103,1010562,-61.67,4.67,"084680"
"디피씨",8230,200,-0.0237,500,3430,41678,0.0457,516308,19.98,7.12,"026890"
"현대리바트",16650,150,-0.0089,1000,3419,20535,0.049,221749,13.74,4.3,"079430"
"인지컨트롤스",22400,1500,0.0718,500,3396,15160,0.043,764447,-71.11,-4.47,"023800"
"삼화페인트",12650,100,-0.0078,500,3392,26815,0.0961,351079,58.56,1.34,"000390"
"코리아써키트",14350,300,-0.0205,500,3390,23621,0.0277,307761,30.34,0.21,"007810"
"TIGER KRX BBIG K-뉴딜",12795,230,-0.0177,0,3378,26400,0,1318901,NA,NA,"364960"
"코스모화학",12900,50,0.0039,1000,3368,26111,0.0102,921036,-25.8,-12.16,"005420"
"KINDEX 200TR",25475,565,-0.0217,0,3363,13200,0,24629,NA,NA,"332500"
"삼천리",82900,300,0.0036,5000,3362,4055,0.1671,4845,27.27,2.98,"004690"
"환인제약",17900,600,-0.0324,500,3329,18600,0.1468,391283,15.27,NA,"016580"
"퍼시스",28950,50,0.0017,1000,3329,11500,0.206,2315,8.98,7.86,"016800"
"한국철강",7210,50,0.007,1000,3320,46050,0.1461,338456,10.01,2.65,"104700"
"코람코에너지리츠",4755,5,-0.0011,500,3310,69620,0.0017,114519,NA,NA,"357120"
"이리츠코크렙",5220,20,0.0038,500,3306,63342,0.001,45337,24.51,2.58,"088260"
"삼성전기우",112500,1500,0.0135,5000,3270,2907,0.1593,117127,23.05,NA,"009155"
"선진",13700,150,0.0111,500,3258,23780,0.1324,348716,4.46,6.72,"136490"
"KODEX 미국FANG플러스(H)",25135,140,-0.0055,0,3255,12950,0.0032,210100,NA,NA,"314250"
"아세아시멘트",83200,1000,0.0122,5000,3241,3896,0.0447,16575,17.92,3.54,"183190"
"LG헬로비전",4180,255,0.065,2500,3237,77447,0.0842,8667472,-3.71,-9.4,"037560"
"조선내화",80800,0,0,5000,3232,4000,0.0288,3404,7.82,4.13,"000480"
"제일파마홀딩스",20050,50,-0.0025,500,3203,15973,0.0954,14355,-3.63,-20.52,"002620"
"에어부산",3900,140,-0.0347,1000,3201,82070,0.0079,4141762,-1.53,-56,"298690"
"한국쉘석유",245000,2500,-0.0101,5000,3185,1300,0.6334,3938,13.37,21.3,"002960"
"대교",3760,40,-0.0105,500,3185,84703,0.0614,172034,-22.79,2.76,"019680"
"티웨이항공",2850,50,-0.0172,500,3144,110330,0.0073,2632525,-1.59,-20.85,"091810"
"한솔제지",13200,200,-0.0149,5000,3142,23801,0.159,171912,4.38,6.92,"213500"
"한화3우B",13950,250,0.0182,5000,3135,22472,0.0781,291063,5.68,NA,"00088K"
"웅진씽크빅",2705,5,0.0019,500,3124,115506,0.0536,372373,-1.98,-35.62,"095720"
"동부건설",13550,450,-0.0321,5000,3076,22702,0.0247,98870,4.42,15.3,"005960"
"한일홀딩스",10600,100,0.0095,1000,3054,28816,0.0361,10738,11.08,1.38,"003300"
"KG케미칼",23400,700,-0.029,5000,3045,13013,0.0308,191972,29.47,32.69,"001390"
"동양",1275,70,0.0581,500,3043,238684,0.0785,5766859,51,-0.05,"001520"
"고려제강",15200,50,-0.0033,1000,3040,20000,0.0707,41961,-13.97,0.73,"002240"
"세아홀딩스",75900,1800,-0.0232,5000,3036,4000,0.0068,4735,39.25,1.58,"058650"
"애경유화",9400,40,0.0043,500,3012,32040,0.1624,474730,10.18,8.62,"161000"
"경인양행",7290,190,-0.0254,500,3009,41276,0.0325,906636,291.6,6.57,"012610"
"국도화학",51400,700,-0.0134,5000,2987,5811,0.2814,24548,9.35,6.89,"007690"
"아이마켓코리아",8400,90,-0.0106,500,2973,35393,0.1246,210634,18.83,4.31,"122900"
"삼양패키징",20750,50,-0.0024,5000,2949,14210,0.1267,39742,7.28,10.29,"272550"
"TIGER 코스닥150",15010,325,-0.0212,0,2903,19340,0.0339,559983,NA,NA,"232080"
"E1",42050,250,-0.0059,5000,2885,6860,0.0465,15444,4.2,-3.63,"017940"
"아시아나IDT",25850,2000,-0.0718,500,2869,11100,0.0024,1616827,-203.54,-5.44,"267850"
"한세예스24홀딩스",7150,140,-0.0192,500,2860,40000,0.0286,89515,17.79,7.58,"016450"
"경농",13100,150,-0.0113,500,2842,21692,0.0064,321099,27.12,2.47,"002100"
"아모레G3우(전환)",40000,1200,0.0309,500,2837,7092,0.0704,32360,141.34,NA,"00279K"
"일진홀딩스",5730,140,-0.0239,1000,2828,49347,0.0211,488251,28.37,4.52,"015860"
"계룡건설",31600,950,-0.0292,5000,2822,8931,0.2145,187497,3.14,16.94,"013580"
"코오롱",22250,550,-0.0241,5000,2809,12626,0.1258,60330,3.03,-2.61,"002020"
"세아제강",99000,900,-0.009,5000,2808,2836,0.065,24043,10.12,4.42,"306200"
"금호에이치티",2380,50,-0.0206,500,2806,117905,0.0236,1990933,-25.59,-0.05,"214330"
"도화엔지니어링",8250,250,-0.0294,500,2782,33720,0.0173,179978,13.64,6.94,"002150"
"디티알오토모티브",27600,0,0,500,2758,9994,0.0668,21482,5.36,11.5,"007340"
"세방",14200,400,-0.0274,500,2742,19309,0.0361,532572,136.54,0.68,"004360"
"세종공업",9850,500,-0.0483,500,2735,27765,0.0149,950611,-13.36,1.52,"033530"
"대한제강",11050,400,-0.0349,1000,2723,24647,0.1068,224494,3.67,6.73,"084010"
"휴비스",7880,110,-0.0138,5000,2719,34500,0.0359,168237,10.19,-0.07,"079980"
"센트랄모텍",31450,1800,-0.0541,500,2708,8610,0.0014,4045574,40.22,5.74,"308170"
"KPX케미칼",55600,1200,0.0221,5000,2691,4840,0.2954,17705,4.97,9.04,"025000"
"KISCO홀딩스",14450,0,0,1000,2670,18476,0.093,11568,5.26,5.58,"001940"
"신한 레버리지 WTI원유 선물 ETN(H)",460,5,0.011,0,2668,580000,0,5174833,NA,NA,"500019"
"SBS미디어홀딩스",1900,10,0.0053,500,2658,139896,0.0196,152005,-1.79,-16.34,"101060"
"HSD엔진",8060,10,-0.0012,1000,2656,32947,0.0171,551441,-20.46,-19.76,"082740"
"금양",6010,140,-0.0228,500,2647,44048,0.0052,322726,-15.53,-14.85,"001570"
"삼성 레버리지 WTI원유 선물 ETN",525,5,0.0096,0,2646,504000,0.0124,10402202,NA,NA,"530031"
"현대약품",8190,260,-0.0308,500,2621,32000,0.0276,1488822,127.97,1.19,"004310"
"명문제약",7610,180,-0.0231,500,2584,33953,0.0104,2822881,-6.57,-24.55,"017180"
"신도리코",25600,350,-0.0135,5000,2580,10080,0.1889,21398,-25.32,1.66,"029530"
"신대양제지",63900,700,-0.0108,5000,2575,4030,0.0916,22268,5.38,14.26,"016590"
"대한제분",152000,2000,-0.013,5000,2569,1690,0.1064,12122,9.5,2.25,"001130"
"삼영무역",13900,0,0,500,2567,18467,0.1991,24415,7.95,10.32,"002810"
"대원강업",4120,55,-0.0132,500,2554,62000,0.0214,6023325,91.56,3.39,"000430"
"팜스코",6950,180,0.0266,500,2553,36728,0.0414,541014,60.96,-2.77,"036580"
"신세계푸드",65700,700,-0.0105,5000,2544,3872,0.0226,12269,-35.71,1.38,"031440"
"대신증권우",9750,40,-0.0041,5000,2535,26000,0.1118,46374,8.99,NA,"003545"
"신풍제약우",115000,1500,-0.0129,500,2530,2200,0.0035,17470,3194.44,NA,"019175"
"무림P&P",4055,5,0.0012,2500,2529,62368,0.0298,672731,-16.35,1.64,"009580"
"광주신세계",158000,0,0,5000,2528,1600,0.1216,4551,5.96,7.44,"037710"
"CJ제일제당 우",190000,2500,0.0133,5000,2522,1327,0.3033,19064,3.95,NA,"097955"
"S&T홀딩스",15350,200,0.0132,500,2503,16304,0.1042,39414,5.33,8.78,"036530"
"현대차3우B",102500,2500,-0.0238,5000,2489,2429,0.3093,46030,24.49,NA,"005389"
"넥센",4640,35,-0.0075,500,2484,53544,0.0256,73122,13.69,5.96,"005720"
"KODEX 골드선물(H)",12660,60,0.0048,0,2469,19500,0.0055,212702,NA,NA,"132030"
"KSS해운",10600,250,-0.023,500,2458,23186,0.0959,98369,8.77,8.79,"044450"
"삼익THK",11600,0,0,500,2436,21000,0.3484,94678,37.91,1.74,"004380"
"샘표식품",53300,1800,-0.0327,500,2435,4568,0.053,42809,6.41,18.57,"248170"
"효성ITX",20950,250,-0.0118,500,2421,11558,0.0104,30498,19.86,21.77,"094280"
"KPX홀딩스",57300,1500,-0.0255,5000,2421,4225,0.3214,4918,4.43,5.55,"092230"
"코오롱머티리얼",3500,205,-0.0553,1000,2403,68659,0.0073,929740,-10.77,-72.97,"144620"
"KOSEF 국고채10년",122600,130,0.0011,0,2403,1960,0,6850,NA,NA,"148070"
"아남전자",3115,15,-0.0048,500,2402,77125,0.0115,1714737,58.77,0.78,"008700"
"풍산홀딩스",30600,100,0.0033,5000,2398,7835,0.0706,13375,14.17,3.39,"005810"
"SK케미칼우",163500,2000,-0.0121,5000,2385,1459,0.0241,28177,7.46,NA,"28513K"
"신성통상",1650,30,-0.0179,500,2371,143708,0.0071,702735,68.75,3.12,"005390"
"LS전선아시아",7740,120,-0.0153,500,2370,30625,0.0273,263576,24.19,12.07,"229640"
"대덕",6980,200,-0.0279,500,2366,33890,0.1427,578453,2.72,6.38,"008060"
"해태제과식품",8120,180,-0.0217,500,2364,29117,0.0056,55559,-16.37,-13.11,"101530"
"서연",9950,70,0.0071,500,2336,23480,0,464928,-4.54,-13.31,"007860"
"삼성출판사",23350,550,-0.023,500,2335,10000,0.007,102509,64.68,5.49,"068290"
"KTB투자증권",3860,160,-0.0398,5000,2328,60314,0.2289,883696,4.29,9.18,"030210"
"삼성물산우B",143000,1500,0.0106,100,2327,1627,0.0746,27560,23.96,NA,"02826K"
"LG우",70100,900,-0.0127,5000,2324,3315,0.4529,40076,9.91,NA,"003555"
"인스코비",2300,20,0.0088,500,2321,100909,0.0445,551826,-8.27,-88.74,"006490"
"오리엔트바이오",1950,450,0.3,500,2312,118570,0.0056,42508663,-15.6,-18.64,"002630"
"서연이화",8470,150,0.018,500,2289,27028,0.0939,1621156,-2.55,-7.35,"200880"
"현대상사",17250,400,-0.0227,5000,2282,13229,0.0641,61386,8.99,5.07,"011760"
"IHQ",1560,20,-0.0127,500,2281,146236,0.0237,988538,-3.3,-39.04,"003560"
"흥국화재",3510,90,-0.025,5000,2255,64243,0.0191,1069607,15.19,5.51,"000540"
"신세계 I&C",131000,3500,-0.026,5000,2253,1720,0.0236,5865,3.5,5.44,"035510"
"일성신약",83700,1200,0.0145,5000,2226,2660,0.0262,7697,49.85,2.01,"003120"
"DB금융투자",5230,250,-0.0456,5000,2220,42446,0.0869,322973,3.7,7.15,"016610"
"한농화성",14150,1250,0.0969,500,2213,15637,0.1038,8246010,17.96,8.58,"011500"
"부국증권",21250,200,-0.0093,5000,2204,10370,0.0087,5514,5.68,5.8,"001270"
"남양유업",306000,0,0,5000,2203,720,0.2419,5509,-9.37,3.25,"003920"
"KINDEX 베트남VN30(합성)",16440,120,0.0074,0,2203,13400,2e-04,236615,NA,NA,"245710"
"키다리스튜디오",11900,800,0.0721,500,2202,18506,0.0278,538680,64.32,NA,"020120"
"SK이노베이션우",174000,1500,-0.0085,5000,2172,1248,0.1358,49254,-6.62,NA,"096775"
"동성코퍼레이션",4895,5,0.001,1000,2153,43993,0.035,146856,19.27,2,"102260"
"TIGER 글로벌4차산업혁신기술(합성 H)",17725,10,-6e-04,0,2145,12100,4e-04,275000,NA,NA,"275980"
"KBSTAR 코스닥150선물레버리지",16070,735,-0.0437,0,2144,13340,0,98451,NA,NA,"278240"
"LS네트웍스",2710,50,-0.0181,5000,2136,78803,0.0011,103049,-22.21,-11.94,"000680"
"KODEX 은행",6570,150,-0.0223,0,2135,32500,9e-04,733092,NA,NA,"091170"
"한신공영",18450,750,-0.0391,5000,2135,11571,0.1566,64758,2.83,15.21,"004960"
"무학",7490,390,0.0549,200,2135,28500,0.1526,522272,-29.49,4.64,"033920"
"HDC현대EP",6680,220,-0.0319,500,2131,31900,0.0872,256029,15.08,4.66,"089470"
"에이블씨엔씨",7830,30,0.0038,500,2117,27033,0.1017,576775,-5.43,-3.94,"078520"
"AJ네트웍스",4510,50,-0.011,1000,2112,46822,0.1064,105250,-3.67,15.18,"095570"
"인바이오젠",4095,185,-0.0432,500,2111,51561,0.0045,1385007,-7.84,29.38,"101140"
"대한방직",39650,50,-0.0013,1000,2101,5300,0.0067,5890,-26.31,-10.27,"001070"
"KINDEX 중국본토CSI300",32800,70,-0.0021,0,2099,6400,0,88411,NA,NA,"168580"
"용평리조트",4360,110,-0.0246,5000,2099,48133,0.0144,328835,-16.7,-3.41,"070960"
"동방",5290,210,0.0413,1000,2097,39646,0.0177,23072432,-40.38,-8.33,"004140"
"BYC",334000,13500,-0.0388,5000,2086,625,0.0194,1098,15.79,6.6,"001460"
"예스코홀딩스",34700,300,-0.0086,5000,2082,6000,0.1499,2368,-6.45,3.61,"015360"
"동양물산",1650,70,-0.0407,500,2079,126005,0.0443,4376105,17.55,5.07,"002900"
"이아이디",286,6,-0.0205,200,2069,723343,0.0022,15211079,-15.05,0.44,"093230"
"한국화장품",12800,150,0.0119,500,2057,16068,0.005,454517,-27.71,-39.16,"123690"
"디아이씨",5280,160,0.0313,500,2053,38889,0.0047,14528087,-2.41,-33.7,"092200"
"삼영전자",10250,250,-0.0238,500,2050,20000,0.4449,144593,18.57,1.77,"005680"
"세원셀론텍",2955,5,-0.0017,500,2045,69204,0.017,475854,-36.94,-3.31,"091090"
